지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),평균최저기온(℃),평균습도(%rh),일조합(hr),일사합(MJ/m2),평균일강수량(mm),평균풍속(m/s)
0,전국,2022-10-12,12.5,20.5,5.7,76,9.1,16.55,0,1.3
0,전국,2022-10-11,11.9,17.8,7.7,68,9.6,18.09,0.1,2.3
0,전국,2022-10-10,11.4,14.7,9.1,68,5.9,13.28,2.5,3.6
0,전국,2022-10-09,13.5,16.1,11.2,85,0.2,4.62,8.2,1.4
0,전국,2022-10-08,14.6,20.5,9.4,71,7.8,16.25,0,1.7
0,전국,2022-10-07,14.9,18.8,11.6,73,5.3,13,2.4,2.1
0,전국,2022-10-06,15.9,20.1,13.2,80,2.5,10.16,3.8,1.3
0,전국,2022-10-05,15.7,19.9,13.5,77,4.5,13.05,2.6,1.6
0,전국,2022-10-04,19.2,24.2,15,85,1.2,6.48,31.1,2.6
0,전국,2022-10-03,22.7,26,19.2,87,1.1,5.49,18.7,2
0,전국,2022-10-02,20,25.4,14.4,77,4,10.28,3.3,1.4
0,전국,2022-10-01,19.4,28.1,12.3,72,8.9,17.57,0,0.9
0,전국,2022-09-30,18.9,27.6,12.7,76,10,19.36,0,1
0,전국,2022-09-29,18.6,26.4,13.5,79,9.4,18.66,0,1
0,전국,2022-09-28,18.4,24.8,13.5,81,5,12.75,0,0.9
0,전국,2022-09-27,18.7,26.3,13.2,76,9.3,19.44,0,1.2
0,전국,2022-09-26,17.8,23.4,13.9,78,3.9,12.8,0,0.9
0,전국,2022-09-25,17.6,23.1,13.5,74,3.2,12.92,0,1
0,전국,2022-09-24,17.3,23.9,11.3,64,9.6,21.03,0,1.7
0,전국,2022-09-23,18,24.9,13.2,70,8.4,17.6,0.4,2
0,전국,2022-09-22,17.7,24,11.4,72,8.4,18.39,0,1.2
0,전국,2022-09-21,17,23.4,11.7,70,10.3,21.42,0,1.5
0,전국,2022-09-20,18.2,23,14.1,67,6.9,15.87,0,1.8
0,전국,2022-09-19,23.5,28,17.9,69,6,14.83,6.6,3.6
0,전국,2022-09-18,26,30.5,22.6,78,4.2,13.72,2,2.3
0,전국,2022-09-17,25.4,30.9,21.7,83,6.8,17.07,0.7,1.2
0,전국,2022-09-16,24.4,28.9,20.9,81,4.6,14.68,1.1,1.8
0,전국,2022-09-15,23.8,28.1,20.1,73,6.5,16.82,0,2.6
0,전국,2022-09-14,23.5,27.6,20.4,65,4.7,13.82,0.2,3
0,전국,2022-09-13,23.3,27.1,20.3,79,1.7,9.49,0.5,1.7
0,전국,2022-09-12,22.1,25.7,19.3,86,2,10.38,0.5,1
0,전국,2022-09-11,22.2,26.9,18.4,77,4.1,13.63,0.1,1.3
0,전국,2022-09-10,21,25.8,16.8,73,4.2,14.75,0,1.7
0,전국,2022-09-09,21.3,28,16,73,9.3,21.75,0,1.4
0,전국,2022-09-08,20.7,27.8,14.3,74,10.7,22.74,0,1.2
0,전국,2022-09-07,20.7,27.6,15,73,10.8,23.28,0,1.3
0,전국,2022-09-06,21,25.6,17,79,6.5,16.27,59.6,3.5
0,전국,2022-09-05,22.5,25.2,20.4,94,0,2.83,65.6,2.1
0,전국,2022-09-04,23.6,27.4,20.6,87,1.5,8.54,7.4,1.8
0,전국,2022-09-03,22.5,26.1,19.5,79,3.5,13.32,2,2.3
0,전국,2022-09-02,21.7,25.8,17.7,80,4.9,15.09,4,2
0,전국,2022-09-01,21.5,26.1,18,84,5.4,15.55,0.1,1.1
0,전국,2022-08-31,21.2,24.2,19.3,90,1,7.26,11.5,1.2
0,전국,2022-08-30,20.3,22,18.6,93,0.1,3.94,29.6,1.3
0,전국,2022-08-29,20.2,23.1,17.4,81,0.9,6.67,1.2,1.2
0,전국,2022-08-28,20.6,27,14.4,69,10,24.09,0,1.4
0,전국,2022-08-27,21.4,26.5,16.5,68,8.9,22.32,1,1.7
0,전국,2022-08-26,23,28.2,18.4,72,9.8,22.76,0,1.5
0,전국,2022-08-25,22.5,27.2,18.9,80,4,13.43,0.3,1.2
0,전국,2022-08-24,22.6,25.6,20.2,83,2.1,10.72,8.5,1.5
0,전국,2022-08-23,24.4,27.7,21.8,87,2,8.34,6.3,1.1
0,전국,2022-08-22,25.5,30.7,20.5,78,7.6,19.32,0.2,1.3
0,전국,2022-08-21,25.6,30.6,21.6,79,9.8,22.16,0,1.3
0,전국,2022-08-20,26.1,29.5,23.3,88,3.9,12.87,17.1,1.5
0,전국,2022-08-19,25.7,29.6,20.8,84,3,12.1,5.1,1.8
0,전국,2022-08-18,24.4,29.5,20.3,81,8.6,21.02,0,1.1
0,전국,2022-08-17,24.4,28.6,21.6,87,4,14.14,6.6,1.2
0,전국,2022-08-16,25.7,29.3,23,86,4.3,14.61,24.7,1.8
0,전국,2022-08-15,28.2,31.5,25.1,78,3.6,13.45,5.1,3.1
0,전국,2022-08-14,27.1,30.9,24.5,86,4.4,14.05,10,1.6
0,전국,2022-08-13,25.6,29.3,22.7,89,2.4,9.28,10.5,1.2
0,전국,2022-08-12,26.8,31.8,23.2,82,9,22.9,1.9,1.3
0,전국,2022-08-11,25.2,26.8,23.8,92,0.8,5.11,36.4,1.5
0,전국,2022-08-10,25.8,28.4,23.6,87,1.4,9.14,37.3,1.7
0,전국,2022-08-09,27.1,29.8,24.7,83,1.4,8.87,31.8,2.2
0,전국,2022-08-08,27.7,30.5,25.6,81,1.8,8.94,22.3,2.4
0,전국,2022-08-07,28.6,33.2,25.5,81,6.3,18,1.9,1.8
0,전국,2022-08-06,28.8,33.2,25.5,80,7.9,19.38,1.3,1.5
0,전국,2022-08-05,28.4,32.4,25,82,8.2,20.22,1,1.7
0,전국,2022-08-04,28.1,32.6,24.9,81,8.9,21.76,1.6,1.6
0,전국,2022-08-03,27.5,31.4,24.7,85,5.5,16.28,12.7,1.7
0,전국,2022-08-02,27.1,30.2,25.1,87,2.4,11.48,11.2,2.2
0,전국,2022-08-01,27.2,30.2,24.9,85,2,11.33,14.9,2.5
0,전국,2022-07-31,26,28.1,24.7,90,0.1,5.92,22.5,2
0,전국,2022-07-30,27.6,31.1,24.4,78,4.1,15.63,0.6,2
0,전국,2022-07-29,28.2,33.3,23.8,76,9.5,22.78,0.2,1.6
0,전국,2022-07-28,26.4,30.9,22.3,80,7,19.44,0.2,1.6
0,전국,2022-07-27,25.9,30.4,22,77,8.2,21.6,0,1.6
0,전국,2022-07-26,26,31.4,21.9,80,8.3,22.62,0.3,1.3
0,전국,2022-07-25,26,30.9,22.5,81,9,23.69,0.1,1.4
0,전국,2022-07-24,24.6,28.1,22,88,3.1,13.3,9.7,1.6
0,전국,2022-07-23,23.8,27.6,20.7,85,2.1,12.72,8.4,1.4
0,전국,2022-07-22,24.2,28.4,21.3,81,5.6,16.88,3.8,1.7
0,전국,2022-07-21,23.7,26.7,21.5,87,2.4,9.85,16.6,2.3
0,전국,2022-07-20,26.3,31.3,22.3,77,7.8,21.84,0.9,1.3
0,전국,2022-07-19,25.4,30.4,21.6,82,7.1,21.79,0.6,1.6
0,전국,2022-07-18,23.2,26.2,21.1,91,1.6,8.97,39.3,1.4
0,전국,2022-07-17,25,29.4,21.3,79,4.9,18.39,0.2,1.4
0,전국,2022-07-16,24.8,29.9,20.7,79,8.1,21.25,2.3,1.5
0,전국,2022-07-15,25.3,30.5,21.2,78,9.9,24.88,1.6,1.5
0,전국,2022-07-14,25.6,29.9,22.5,84,4.9,17.16,3.3,1.8
0,전국,2022-07-13,24,26,22.5,87,0.2,5.61,32.5,1.8
0,전국,2022-07-12,25.3,28.8,22.5,82,2.8,15.21,0.3,1.6
0,전국,2022-07-11,25,28.6,22.8,88,2.5,12.31,16.4,1.1
0,전국,2022-07-10,26.9,32.3,22.9,79,6.8,21.53,4.4,1.4
0,전국,2022-07-09,26.5,31.1,22.9,79,6.8,19.49,0,1.5
0,전국,2022-07-08,26.7,30.3,23.9,82,3.7,14.55,4,1.8
0,전국,2022-07-07,28,32.1,24.9,79,4.7,16.31,2.3,2.3
0,전국,2022-07-06,27.6,32.1,23.9,80,5.5,19.51,1.5,1.6
0,전국,2022-07-05,26.9,31.9,23.5,81,5.7,19.01,2,1.2
0,전국,2022-07-04,27,31.9,23.4,78,6.9,18.11,2.3,1.3
0,전국,2022-07-03,27.5,33.3,22.7,72,9.9,24.48,2,1.3
0,전국,2022-07-02,27.2,33.3,21.8,74,11.9,27.05,0,1.2
0,전국,2022-07-01,26.7,32.1,22.1,78,11,26.42,0.2,1.6
0,전국,2022-06-30,25.3,28.8,22.9,86,3.8,13.41,35.8,2.1
0,전국,2022-06-29,26.2,29.1,24.2,83,1.3,9.76,20.9,3.3
0,전국,2022-06-28,27.1,29.5,25,75,2.2,11.34,2,4.1
0,전국,2022-06-27,26.1,28.6,23.9,84,0.5,8.39,13.4,2.7
0,전국,2022-06-26,26.1,29.6,23,80,2.8,11,1.2,2.4
0,전국,2022-06-25,25.7,30.8,20.9,77,7.4,21.73,0.5,2.3
0,전국,2022-06-24,24.5,28,21.9,82,4.7,16.62,26.1,2.9
0,전국,2022-06-23,24.4,28,21.2,86,1.5,8.16,29.7,2.3
0,전국,2022-06-22,25.8,31.9,20.8,73,10.3,25.42,0,1.6
0,전국,2022-06-21,25.5,31.7,20.5,75,10.2,26.92,0,1.5
0,전국,2022-06-20,25.1,30.6,20.5,76,9.1,23.44,1.5,1.4
0,전국,2022-06-19,24.5,29.1,20.7,77,7,18.93,0,1.6
0,전국,2022-06-18,24.2,28.8,20.3,75,7.2,20.22,0.2,1.7
0,전국,2022-06-17,22.5,28.4,16.2,75,7.7,21.39,0.1,1.6
0,전국,2022-06-16,20.8,25.8,16.8,74,8.5,22.54,0.9,1.8
0,전국,2022-06-15,18.5,22.9,15,87,2.8,12.15,10.7,1.7
0,전국,2022-06-14,17.7,20.4,15.7,79,1.6,10.21,5.3,2.5
0,전국,2022-06-13,20.7,24.9,17.5,69,4.7,18.79,0.9,2.3
0,전국,2022-06-12,21,26.3,15.9,72,8.2,22.57,0.1,1.7
0,전국,2022-06-11,21.4,27.7,16.7,72,7.3,21.67,0.8,1.6
0,전국,2022-06-10,20.7,26.5,15,74,7.3,20.61,0.2,1.3
0,전국,2022-06-09,19.2,24.8,14.7,76,7.2,19.99,0.7,1.3
0,전국,2022-06-08,18,22.8,14.3,75,5.7,18.71,0.4,1.6
0,전국,2022-06-07,16.9,20.7,13.5,77,3.1,13.6,6.6,1.9
0,전국,2022-06-06,18.2,22.6,14.9,81,3.9,14.13,8.3,2
0,전국,2022-06-05,18.3,21.4,16.6,83,0.2,5.69,18.6,2
0,전국,2022-06-04,21.9,27.6,16.4,64,7.7,21.26,0,1.9
0,전국,2022-06-03,22,29.3,16.4,68,10.5,25.88,0,1.8
0,전국,2022-06-02,21.2,28.6,13.3,61,12.5,28.51,0,1.8
0,전국,2022-06-01,21.3,29.2,14.2,46,12,28.99,0,1.8
0,전국,2022-05-31,20.5,27.4,13.4,49,12.8,29.26,0,1.9
0,전국,2022-05-30,20.1,24.4,16.7,72,1.8,12.12,0.5,1.7
0,전국,2022-05-29,21.5,28.7,13.8,56,11.3,26.78,0.1,1.7
0,전국,2022-05-28,21.5,29.2,13.4,53,12,26.06,0,2.1
0,전국,2022-05-27,19.9,25.8,13.7,55,11.2,26.3,0,2.7
0,전국,2022-05-26,19.3,24.8,14.3,56,11.7,28.68,1.3,2.4
0,전국,2022-05-25,21.3,28.3,14.7,62,10.6,24.87,1.2,1.8
0,전국,2022-05-24,22.2,30.1,14.7,57,12,26.41,0,1.5
0,전국,2022-05-23,21.2,28.5,14.4,65,10.7,25.6,0,1.6
0,전국,2022-05-22,20.7,27.6,14.2,64,11,25.69,0,2.1
0,전국,2022-05-21,20.1,26.7,13.7,65,11.6,26.51,0.2,1.9
0,전국,2022-05-20,19.5,25.8,13.9,56,8.5,23.67,0,1.6
0,전국,2022-05-19,19.4,25.1,13.7,45,6.3,19.31,0,2
0,전국,2022-05-18,20.1,27,12.3,50,10.8,23.22,0.1,2.3
0,전국,2022-05-17,18.2,26,9.5,54,11.9,27.09,0,1.8
0,전국,2022-05-16,15.9,23.4,7.7,48,12.5,28.92,0,2
0,전국,2022-05-15,14.7,20.9,8.9,45,11.8,28.88,0,2
0,전국,2022-05-14,15.4,21.6,9.2,49,11,25.87,0,2.5
0,전국,2022-05-13,16.2,20.2,12.7,74,1.7,10.76,0.8,1.5
0,전국,2022-05-12,18.9,24.7,14.2,66,5.1,19.37,0,1.5
0,전국,2022-05-11,18.4,24.1,12.8,59,7.2,22.61,0,1.3
0,전국,2022-05-10,16.1,23.3,9,52,8.3,25.26,0,1.7
0,전국,2022-05-09,15.6,22.2,10.3,60,9.7,25,0.4,1.7
0,전국,2022-05-08,14.9,19.8,10.2,59,5.1,16.8,0.6,1.8
0,전국,2022-05-07,17.1,23.4,11.9,65,7.8,20.33,0.3,2.1
0,전국,2022-05-06,18.7,25.9,11,65,11.7,26.5,0,1.6
0,전국,2022-05-05,17.5,25.3,9.2,58,12.6,28.66,0,1.6
0,전국,2022-05-04,16.4,24.7,7.4,52,12.5,27.59,0,2
0,전국,2022-05-03,13.1,20.9,4.6,56,12.3,27.62,0,1.8
0,전국,2022-05-02,12.2,18.9,6.2,59,10,23.14,0.4,1.9
0,전국,2022-05-01,12.8,18.7,6.8,52,11.5,26.98,0,2.3
0,전국,2022-04-30,12.4,16.9,8.7,69,3.5,15.87,0,1.8
0,전국,2022-04-29,11.5,15.1,8.8,77,2.2,12.29,13.7,2.3
0,전국,2022-04-28,15.2,22.1,8.7,63,7.8,20.98,0,1.8
0,전국,2022-04-27,15.8,21.8,10.5,55,11.1,25.43,0,2.1
0,전국,2022-04-26,18.1,22.2,14.7,85,2.9,12.24,22.7,1.7
0,전국,2022-04-25,19.3,25.6,13.5,69,5.2,15.76,9.2,1.4
0,전국,2022-04-24,18.5,25.9,11.6,66,9.8,24.19,0,1.7
0,전국,2022-04-23,16.8,23.5,11.6,66,7,20.15,0,1.6
0,전국,2022-04-22,16.2,22.8,9.2,69,7.3,16.89,0,2.6
0,전국,2022-04-21,13.4,19.3,7.6,60,5.4,14.91,1,1.5
0,전국,2022-04-20,14.9,23.2,6.1,44,12.1,26.55,0,1.7
0,전국,2022-04-19,14.4,22.6,6.5,46,11.8,25.33,0,1.7
0,전국,2022-04-18,14.5,21.9,8.5,43,7.3,19.99,0,1.6
0,전국,2022-04-17,12.8,20.8,4.1,46,11.7,26.52,0,1.7
0,전국,2022-04-16,11.3,18.7,3.9,54,12,26.28,0,1.9
0,전국,2022-04-15,11.4,17.8,6.7,61,9.8,24.27,0,2.3
0,전국,2022-04-14,10.7,13.8,8.7,73,1.2,8.36,1.7,2.7
0,전국,2022-04-13,12.4,16.8,9.5,83,0.2,3.81,10,2.6
0,전국,2022-04-12,19,26.2,12.8,72,9.1,21.62,0.2,2
0,전국,2022-04-11,18.6,25.4,11.8,66,9.1,22.63,0.1,1.8
0,전국,2022-04-10,17.7,25.4,9.5,52,10.8,23.66,0,1.9
0,전국,2022-04-09,16.9,24.8,8.6,48,10.9,22.75,0,2.4
0,전국,2022-04-08,12.5,21.1,3,49,11.8,25.03,0,1.6
0,전국,2022-04-07,11.7,18.3,6.1,51,9.2,22.23,0.6,2.2
0,전국,2022-04-06,12,19.4,5.1,48,10.5,22.82,0,1.8
0,전국,2022-04-05,10.7,18.2,2.1,43,9.4,20.42,0,1.9
0,전국,2022-04-04,9.9,18.1,1.9,53,11.5,24.61,0,1.6
0,전국,2022-04-03,8.6,16.5,0.7,56,11.6,24.35,0,1.5
0,전국,2022-04-02,7.6,14.5,0.9,58,11.3,24.29,0,1.6
0,전국,2022-04-01,7.9,13.9,2.7,63,9.6,21.23,0.1,1.7
0,전국,2022-03-31,9.6,13.4,5.9,78,1.8,10.14,1,2.1
0,전국,2022-03-30,11.5,18.5,3.7,75,3.5,11.61,0.7,1.3
0,전국,2022-03-29,9.2,17.3,0.7,58,11.3,23.49,0,1.4
0,전국,2022-03-28,7,13.8,0.2,48,10.4,22.14,0,1.5
0,전국,2022-03-27,9.3,16.1,3.9,54,10.5,21.05,0,2.5
0,전국,2022-03-26,11.7,16.1,8,85,2.3,7.55,27.7,2.9
0,전국,2022-03-25,12,17.6,4.4,72,2.7,11.54,11.8,2.1
0,전국,2022-03-24,7.7,14.4,1.1,66,6.6,15.15,0,1.5
0,전국,2022-03-23,5.5,10.4,1.6,65,2.5,10,0,1.5
0,전국,2022-03-22,6.6,12.6,1.2,55,10,20.84,0,1.8
0,전국,2022-03-21,5.6,11.5,-0.6,59,7.1,16.91,0,1.4
0,전국,2022-03-20,4.7,9.2,0.9,74,4.2,13,0.1,1.5
0,전국,2022-03-19,3.7,6.4,1.7,86,1.2,5.35,10.4,1.8
0,전국,2022-03-18,6.4,8.7,4.7,79,0.2,5.2,6.9,2.8
0,전국,2022-03-17,8.9,12.1,6.4,77,0.6,5.11,5.8,2.3
0,전국,2022-03-16,10.6,19.2,2.4,62,9.2,18.83,0,1.3
0,전국,2022-03-15,8.5,15.8,2.7,69,9.2,19.13,0,1.7
0,전국,2022-03-14,9.7,13.2,6.4,89,0.2,3.48,3.6,2.2
0,전국,2022-03-13,12.8,15.7,10.2,92,0,2.06,18.6,1.9
0,전국,2022-03-12,13.4,19.7,6.2,72,5.3,13.19,0.6,1.8
0,전국,2022-03-11,10.9,18.3,3,63,4.8,12.59,0,1.3
0,전국,2022-03-10,8.4,16.9,0.1,55,8.1,15.73,0,1.4
0,전국,2022-03-09,6.6,15.4,-0.9,60,10,18.89,0,1.2
0,전국,2022-03-08,5.2,13.4,-2.4,53,9.7,17.94,0,1.3
0,전국,2022-03-07,3.1,10.5,-3.7,46,8.6,16.28,0,1.3
0,전국,2022-03-06,2.1,8.2,-3,38,10.2,19.52,0,2.4
0,전국,2022-03-05,4.4,9.4,0.2,37,10.3,19.77,0,4.1
0,전국,2022-03-04,7.8,15.5,-1.2,58,6.8,14.41,0,2.6
0,전국,2022-03-03,5.3,12.6,-1.3,57,9.8,18.53,0,1.8
0,전국,2022-03-02,3.7,10.1,-2.4,52,10.1,19.45,0,2.4
0,전국,2022-03-01,6.4,12.3,1.4,71,3.5,9.28,2.1,1.9
0,전국,2022-02-28,5.5,13.2,-2.2,50,7.3,13.7,0,1.3
0,전국,2022-02-27,4.4,10.6,-1.5,46,10.4,18.81,0,2.6
0,전국,2022-02-26,5.6,11.9,-1.1,63,6.7,13.17,1.2,3
0,전국,2022-02-25,2.5,9.9,-5.3,58,9.3,15.77,0,2
0,전국,2022-02-24,-1.7,5.2,-9.1,45,10.1,17.99,0,2.2
0,전국,2022-02-23,-3.7,1.6,-8,39,9,17.12,0,2.5
0,전국,2022-02-22,-2,2.5,-6,42,9.6,16.82,0,2.8
0,전국,2022-02-21,-1.2,5.2,-8.1,52,8.4,14.37,0.1,2.5
0,전국,2022-02-20,-3.2,0.8,-6.4,42,9.8,17.42,0.1,3.4
0,전국,2022-02-19,0.9,5.3,-2.8,51,3.6,9.44,0,2.2
0,전국,2022-02-18,-1.3,6.7,-9.9,48,9.4,16.35,0,1.2
0,전국,2022-02-17,-5.3,0.2,-10,45,9.8,16.65,0,2.3
0,전국,2022-02-16,-4.9,-1.2,-7.5,51,8.2,14.51,0.4,3.4
0,전국,2022-02-15,-1.8,2.2,-5.5,55,7,12.85,0.1,3.7
0,전국,2022-02-14,4,10.7,-1.6,66,5.2,10.59,0.4,1.9
0,전국,2022-02-13,4.4,10.7,-0.4,61,4.3,10.05,0.3,1.3
0,전국,2022-02-12,3.9,11.4,-2.1,52,9.1,14.65,0,1.3
0,전국,2022-02-11,2,10.1,-5.2,53,9.3,14.5,0,1.2
0,전국,2022-02-10,2.4,8.7,-2.4,51,9,14.49,0,1.6
0,전국,2022-02-09,0.7,8.1,-6.8,55,8.3,13.07,0,1
0,전국,2022-02-08,-0.3,6.3,-5.8,50,8.2,13.36,0,1.5
0,전국,2022-02-07,-1.7,2.6,-7.2,47,5,9.7,0,1.6
0,전국,2022-02-06,-2.6,3,-8.4,53,8.5,13.52,0,2.4
0,전국,2022-02-05,-4.3,-0.2,-8,52,8.2,13.57,0.2,3.1
0,전국,2022-02-04,-2.6,2.5,-6.8,50,8.4,13.27,0.2,2.7
0,전국,2022-02-03,-1.5,3.8,-5.9,47,9.5,14.86,0,2.1
0,전국,2022-02-02,-1,3.4,-4.6,54,7.4,12.55,0,2.3
0,전국,2022-02-01,0.1,3.1,-3,65,5.8,9.27,0.5,2.6
0,전국,2022-01-31,-0.8,6.2,-7.8,51,9.3,13.85,0.4,1.6
0,전국,2022-01-30,-1.6,4.7,-6.9,45,9.1,13.48,0,1.8
0,전국,2022-01-29,-1.1,4,-4.8,44,8.6,13.32,0,2.2
0,전국,2022-01-28,-0.4,5,-4.7,49,8.9,13.54,0,2.1
0,전국,2022-01-27,0.8,6.8,-3.7,55,8.7,12.34,0,1.6
0,전국,2022-01-26,2.3,7.1,-1.5,63,7.5,10.82,0,1.7
0,전국,2022-01-25,3.2,5.5,0.8,77,0.3,2.99,0.4,1.1
0,전국,2022-01-24,3.8,7.5,-0.8,64,2.8,7.05,0.2,1.9
0,전국,2022-01-23,4.1,9.8,-0.4,66,3.6,7.98,0.1,1.3
0,전국,2022-01-22,1.6,8.4,-5,63,4.5,8.4,0,1
0,전국,2022-01-21,-2.5,5.8,-9.5,61,8.7,12.82,0,1
0,전국,2022-01-20,-3.6,3,-8.8,60,8.8,12.53,0.1,1.7
0,전국,2022-01-19,-3,3.3,-9.3,60,5.3,8,0.4,1.7
0,전국,2022-01-18,-4.2,1.8,-9.4,46,9.1,12.76,0,1.7
0,전국,2022-01-17,-2.6,2.3,-7.2,54,6.3,9.89,0.2,2.5
0,전국,2022-01-16,0.6,5,-4.4,54,7.8,11.22,0.1,2.7
0,전국,2022-01-15,-0.1,6.2,-6.1,52,4.1,7.85,0,1.1
0,전국,2022-01-14,-4,2.7,-9.7,47,8.9,12.48,0,1.6
0,전국,2022-01-13,-4.4,-0.6,-7.8,50,7.9,10.89,0.1,3.1
0,전국,2022-01-12,-4.8,0.3,-9.7,50,8.6,11.8,0,2.3
0,전국,2022-01-11,-2.9,2,-6.9,53,7.9,11.14,0.2,3.5
0,전국,2022-01-10,1.1,7.5,-5,69,6,8.66,0.1,1.2
0,전국,2022-01-09,1.6,7.1,-2.9,71,5.4,8.05,0,1
0,전국,2022-01-08,0.2,6.8,-7,59,6.7,9.41,0,1.5
0,전국,2022-01-07,-1.6,6.7,-7.7,55,8.8,11.35,0,1
0,전국,2022-01-06,0,6.2,-5,54,8.7,11.12,0,1.6
0,전국,2022-01-05,-0.8,4,-6,57,2.1,5.77,0.2,1
